dominio,scraped_at,id,nombre,foto,estado,urgente,caso_especial,clase,desde,sexo,edad,nacimiento,raza,tamano,peso,chip,situacion,localidad,salud,descripcion
protectoradeibi.com,2018-04-15 21:24:19.068382,2208,Rosemary,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,15-2-2018,Hembra,2 años,4/2016,Común,Mediano,NA,NA,Refugio,Ibi,Buena. Desparasitada interna y externamente. Esterilizada. Negativa en Leucemia y VIF. Vacunada.,"Rosemary estaba sola por la calle. Nadie sabe cómo llegó allí y a pesar que se publicó su foto y se difundió para que sus dueños pudieran recuperarla, nadie ha venido a buscarla. Es una gata hiper cariñosa."
protectoradeibi.com,2018-04-15 21:24:19.079871,2202,Marilyn,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,27-1-2018,Hembra,7 meses y 19 días,8/2017,Pitbull,Mediano,NA,NA,NA,Ibi (Alicante),"Buena. Desparasitada, vacunada y esterilizada.","Este bellezón busca hogar, tiene un carácter excelente, le encantan los niños."
protectoradeibi.com,2018-04-15 21:24:19.091099,2203,Nesquit,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,27-10-2017,Hembra,1 año y 9 meses,7/2016,Mix labrador-p.alemán,Grande,NA,NA,NA,Ibi (Alicante),"Aparentemente buena. Desparasitada, vacunada y esterilizada.",Nesquit es una perrita a la que dejaron aquí porque supuestamente ya no la podían atender.
protectoradeibi.com,2018-04-15 21:24:19.102495,2205,Lua,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,20-3-2017,Hembra,10 años,3/2008,podenco,Mediano,NA,NA,NA,Muro de Alcoy (Alicante),"Aparentemente buena. Desparasitada, vacunada y esterilizada.","Esta es Lua un amor de podenquita, muy sociable y cariñosa, tanto con animales como con personas."
protectoradeibi.com,2018-04-15 21:24:19.113964,2172,Luís,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,20-7-2017,Macho,6 años y 8 meses,8/2011,Común,Grande,NA,NA,NA,Cocentaina,Buena. Desparasitado interna y externamente. Castrado. Negativo en Leucemia y VIF. Vacunado.,"Luís vagaba por las calles de Muro cuando una señora vio cómo lo atroprellaba un coche. Le dio un buen revolcón pero por suerte, no le hizo nada grave. Lo recogió y lo trajo a la protectora porque Luís es un gato claramente casero, que bien se perdió o lo echaron de casa. En todo este tiempo nadie lo ha reclamado así que está listo para adopción."
protectoradeibi.com,2018-04-15 21:24:19.133655,1726,Morita,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,17-2-2015,Hembra,4 años y 1 mes,2/2014,mini pincher,Pequeño,NA,NA,NA,Benicalap (Valencia),Buena.,"Nos pasan este aviso, desde Benicalap (Valencia)"
protectoradeibi.com,2018-04-15 21:24:19.145125,1740,Esperanza,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,encontrado,NO,NO,Perro,10-3-2015,Hembra,5 años y 1 mes,3/2013,NA,Grande,NA,NA,NA,Cocentaina (Alicante),Aparentemente buena.,A esta pequeña le hemos puesto esperanza.
protectoradeibi.com,2018-04-15 21:24:19.156751,1756,Amba,imas/animales/_1756/a_17561428392844.jpg,perdido,NO,NO,Perro,1-4-2015,Macho,3 años y 8 meses,8/2014,galgo,Grande,NA,NA,NA,Ibi (Alicante),NA,Nos pasan este aviso:
protectoradeibi.com,2018-04-15 21:24:19.167909,1766,Perdido en Onil,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,20-4-2015,Macho,2 años y 11 meses,4/2015,NA,Pequeño,NA,NA,NA,Onil (Alicante),NA,Este pequeño se ha perdido en Onil.
protectoradeibi.com,2018-04-15 21:24:19.179484,2037,Brulla,imas/animales/_2037/a_20371460539448.jpg,perdido,NO,NO,Perro,5-4-2016,Hembra,3 años,4/2015,NA,Mediano,NA,NA,NA,Caudete (Albacete),NA,"Se llama Brulla se perdió en Caudete, por la zona de ""la carretera de Montealegre""."
asokaelgrande.org,2018-04-15 21:24:19.199665,8646,Wolf,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,perros,2-4-2018,Macho,1 año,4/2017,Mestizo,Grande,34 KG,NA,NA,Alicante (Alicante),"Desparasitado, vacunado.",NA
asokaelgrande.org,2018-04-15 21:24:19.211084,5136,Fum,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,SI,NO,perros,28-10-2013,Macho,9 años y 5 meses,10/2008,Mestizo de Pastor Alemán,Grande,41 kg,NA,NA,Alicante,Desparasitado. Vacunado. Castrado,"Llegué junto a mi gran amigo Tom al albergue yo era como su papá siempre habíamos vivido juntos y él tuvo la gran suerte que hace unos años fue adoptado por uno de los voluntarios del albergue, me alegre tanto..."
asokaelgrande.org,2018-04-15 21:24:19.222783,8356,Ariel,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,9-8-2017,Hembra,6 años y 3 meses,1/2012,Común europeo,Mediano,NA,NA,NA,Alicante (Alicante),Desparasitada. Negativa Leucemia. Negativa VIF. Esterilizada. Vacunada.,"Ariel es una jovenzuela dulce, adorable y tranquila, a la que le encanta que los voluntarios le dediquen incontables mimitos; a cambio ella los recompensa con abrazos (sí, sí, abraza, lo prometemos!!) y subiéndose sobre sus hombros como un gato-loro, jeje. Pero por si esto no fuese suficiente, Ariel es una preciosa blanquita con unos impresionantes ojazos de color azul que te hipnotizan cuando te miran. ¿A qué estáis esperando para adoptarla o acogerla en vuestra casa? No os vais a arrepentir!!"
asokaelgrande.org,2018-04-15 21:24:19.234289,8470,Xana,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,perros,5-11-2017,Hembra,1 año y 5 meses,11/2016,Podenca,Mediano,NA,NA,NA,Alicante (Alicante),"Desparasitada, vacunada, esterilizada.","Xana es uno de tantos podencos que son abandonados y vagan por ahi buscándose la vida y exponiéndose a numerosos peligros. Parece que tuvo cachorros no hace mucho, pero no hay ni rastro de ellos a saber dónde han acabado...Por suerte para ella se pudo rescatar y ahora está segura en el albergue. Es de tamaño pequeño, preciosa, sociable con otros perros, es miedosa y desconfiada con el humano seguramente nunca recibió buen trato, poco a poco mejora y va sintiéndo que ahora no le haremos daño"
asokaelgrande.org,2018-04-15 21:24:19.245772,8231,Rico,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,perros,15-6-2017,Macho,5 años y 10 meses,6/2012,Podenco,Mediano,NA,NA,NA,Alicante (Alicante),"Desparasitado, vacunado, castrado.","Rico fue encontrado vagando muy asustado, los primeros meses no confiaba en las personas, pero ya ha comprendido que lo queremos cuidar y se muestra muy cariñoso y sociable. Se lleva bien con todos los perros, muy bueno con niños y compatible con gatos."
asokaelgrande.org,2018-04-15 21:24:19.714639,8531,Pick,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,recuperado,NO,NO,perros,30-12-2017,Macho,4 años y 3 meses,12/2013,Mestizo,Pequeño,"4,6 KG",NA,NA,Alicante (Alicante),"Desparasitado, vacunado.",NA
asokaelgrande.org,2018-04-15 21:24:19.725997,8559,Axe,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,recuperado,NO,NO,perros,20-1-2018,Macho,9 años y 8 meses,7/2008,Pachón Navarro,Grande,NA,NA,NA,Alicante (Alicante),"Desparasitado, vacunado.",NA
asokaelgrande.org,2018-04-15 21:24:19.737104,8566,Gueri,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,recuperado,NO,NO,perros,25-1-2018,Hembra,2 años y 2 meses,1/2016,Mestiza,Mediano,25 KG,NA,NA,Alicante (Alicante),"Desparasitada, vacunada.",NA
asokaelgrande.org,2018-04-15 21:24:19.748209,8569,Vida,imas/animales/_8569/a_85691517595467.jpg,recuperado,NO,NO,perros,31-1-2018,Hembra,2 años y 2 meses,1/2016,Podenca,Grande,NA,NA,NA,Alicante (Alicante),"Desparasitada, vacunada.",NA
asokaelgrande.org,2018-04-15 21:24:19.759155,7546,Soliman,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,perdido,NO,NO,Gato,9-7-2016,Macho,3 años y 4 meses,12/2014,Común,Mediano,NA,NA,NA,Alicante (Alicante),Castrado. Vacunado. Desparasitado. Negativo Leucemia. Positivo VIF.,"Solimán es un rubito que ha llegado muy asustado al albergue tras su paso por las calles, donde sobrevivir nunca es sencillo para ningún gatete. Y no es solo el miedo la única secuela que le ha dejado esa traumática experiencia, sino que ha dado positivo a VIF. Ahora, aunque él no lo sepa, ya se encuentra a salvo, y solo es cuestión de tiempo y paciencia de que confíe en nosotros, para lo que los voluntarios utilizarán todos sus recursos. Solimán se encuentra bien de salud, solo tiene miedo, por lo que una casa tranquila y personas calmadas a la par que perseverantes serían lo ideal para él…estamos seguros de que tarde o temprano volverá a ser el gatito afable que un día fue. ¿Os animáis a darle una oportunidad a este peque que tanto lo necesita? Más que nunca, poned un positivo en vuestras vidas!!"
nuevavida-adopciones.org,2018-04-15 21:24:19.770497,630,Camila,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,30-3-2018,Hembra,2 meses y 1 día,2/2018,Cruce de Mastín,Grande,NA,NA,NA,NA,Buena,"Algo común y corriente, inhumanidad-humana, inconsciencia profunda de tener una perrita y no esterilizarla, como consecuencia, camada no deseada, de ahí procede Hawaiana, de una camada no deseada. Ahora necesita una familia para crecer y ser feliz. *Adóptala*"
nuevavida-adopciones.org,2018-04-15 21:24:19.782811,346,Siyo,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,22-2-2018,Macho,3 meses y 14 días,1/2018,Mestizo,Mediano,NA,NA,NA,NA,Buena,El día de San Valentín de camino al trabajo se cruzaron en medio de la carretera y no pudimos dejarlos allí.
nuevavida-adopciones.org,2018-04-15 21:24:19.796221,413,Chituso,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,22-2-2018,Macho,3 meses y 14 días,1/2018,Mestizo,Mediano,NA,NA,NA,NA,buena,El día de San Valentín de camino al trabajo se cruzaron en medio de la carretera y no pudimos dejarlos allí.
nuevavida-adopciones.org,2018-04-15 21:24:19.808668,8868,Perrita perdida,imas/animales/_8868/a_88681466873759.jpg,perdido,NO,NO,Perro,25-6-2016,Hembra,2 años y 9 meses,6/2015,Cruce pequeño,Pequeño,NA,NA,NA,Madrid (Madrid),NA,Se perdió en el B° de la Concepción y la vieron x el B° del Pilar
nuevavida-adopciones.org,2018-04-15 21:24:19.823857,9038,Milka,imas/animales/_9038/a_90381474322884.jpg,perdido,NO,NO,Perro,20-9-2016,Hembra,3 años y 6 meses,9/2014,Border Collie,Mediano,14kg,NA,NA,NA,NA,NA
nuevavida-adopciones.org,2018-04-15 21:24:19.835147,9761,Bimba,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,12-5-2017,Hembra,3 años y 11 meses,5/2014,Podenco/Labrador,Mediano,NA,NA,NA,NA,NA,"Bimba se soltó de su collar cuando salió corriendo detras de un conejo en el parque Prado ovejero de Mostoles, el 14/3/2017 a las 20.00h."
nuevavida-adopciones.org,2018-04-15 21:24:19.846797,8686,Zaimon,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,3-11-2017,Macho,4 años,4/2014,Cruce pequeño,Pequeño,NA,941000019060140,NA,NA,Buena,Zona: estadio wanda metropolitano (estadio atletico madrid) la peineta y campos de alrededor
nuevavida-adopciones.org,2018-04-15 21:24:19.858088,4328,Kuko,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,adoptado,NO,NO,Perro,26-6-2012,Macho,10 años y 10 meses,6/2007,Pointer,Mediano,25 kg,NA,NA,(Madrid),"Buena. Vacunas, chip, esterilizado.","Un familiar lo llevó a una clínica veterinaria por no poder atenderle. Lo habían criado en casa. Decían que no cazaba. Es un perro muy bueno y tranquilo en casa. Es muy cariñoso con la gente y con los niños, siempre está moviendo la cola. No le importan los perros, prefiere estar a su aire. Le encanta correr por el campo y buscar entre las zarzas. Es muy obediente."
nuevavida-adopciones.org,2018-04-15 21:24:19.869842,3010,Sorty,imas/animales/_3010/a_30101307370827.jpg,adoptado,NO,NO,Perro,6-6-2011,Macho,7 años y 4 meses,12/2010,Cruce de Bodeguero,Pequeño,NA,NA,NA,NA,NA,"Le iban a dar una pedrada para matarle en un pueblo , es un perro bueno y cariñoso necesita un hogar donde empezar su Nueva VIDA ."
nuevavida-adopciones.org,2018-04-15 21:24:19.881694,5183,Beethoven,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,21-12-2017,Macho,1 año y 1 mes,2/2017,Mestizo,Pequeño,8kg,NA,NA,NA,Buena,"Este perrito es fruto de una camada no deseada, por lo que un desalmado los tiró en el campo. Fueron recogidos por varios vecinos y Beethoven fue a una casa maravillosa donde lo han criado con todo cariño. Desgraciadamente no pueden quedárselo y por eso le buscamos una familia para toda la vida... Es muy bueno y muy apegado a los niños.., y convive con otros perros.. es pequeñito y ya no crece.. Adóptalo..!"
nuevavida-adopciones.org,2018-04-15 21:24:19.894025,608,Lito,https://nuevavida-adopciones.org/_mibambu/_nvadopciones/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,4-4-2018,Macho,1 mes y 21 días,2/2018,Mestizo,Pequeño,NA,NA,NA,NA,Buena,Lito fue abandonado en la calle dentro de una caja.
caballoastur.com,2018-04-15 21:24:19.909211,132,Piolin,http://caballoastur.com/_mibambu/_caballoastur/imas/flecha_anterior.png,en adopcion,NO,NO,Caballo,20-6-2015,Macho,21 años y 10 meses,6/1996,Cruce,Mediano,NA,NA,NA,Noreña (Asturias),NA,NA
caballoastur.com,2018-04-15 21:24:19.919772,170,Luna y Triton,http://caballoastur.com/_mibambu/_caballoastur/imas/flecha_anterior.png,en adopcion,NO,NO,Caballo,1-1-2016,Hembra,13 años y 3 meses,1/2005,NA,Mediano,NA,NA,NA,NA,NA,Macho y hambre. Nobles. Hermanados.
caballoastur.com,2018-04-15 21:24:19.930031,146,Arnold,http://caballoastur.com/_mibambu/_caballoastur/imas/flecha_anterior.png,en adopcion,NO,NO,Caballo,25-7-2016,Macho,1 año y 10 meses,6/2016,cruce,Mediano,NA,NA,NA,NA,NA,"entero. Muy juguetón , acostubrado a estar con las personas."
caballoastur.com,2018-04-15 21:24:19.940270,175,Torito,http://caballoastur.com/_mibambu/_caballoastur/imas/flecha_anterior.png,en adopcion,NO,NO,Caballo,14-8-2017,Macho,15 años y 2 meses,2/2003,Cruce,Mediano,NA,NA,NA,NA,Salud,"Caballo tordo, muy noble, ideal para acompañar a otros caballo, esta cojo."
caballoastur.com,2018-04-15 21:24:19.950385,151,Lucio,imas/animales/_151/a_1511501663373.jpg,en adopcion,NO,NO,Burro,25-7-2014,Macho,7 años y 3 meses,1/2011,burro,Pequeño,NA,NA,NA,NA,Salud,Noble
caballoastur.com,2018-04-15 21:24:19.960371,63,Lola,imas/animales/_63/a_631308307975.jpg,perdido,NO,NO,Pony,17-6-2011,Hembra,10 años y 9 meses,6/2007,Asturcona,Mediano,NA,NA,NA,Noreña (Asturias),Salud,"Es una asturcona sana , aunque no esta completamente domada. Tiene carácter, por lo que no se dará en adopción a gente inexperta."
protectoraoriolana.org,2018-04-15 21:24:19.980674,2502,NALA,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,22-2-2018,Hembra,5 meses y 24 días,10/2017,Mestiza,Mediano,NA,NA,NA,Orihuela (Alicante),Vacunada y desparasitada,"Una cachorra tipica. Amable y juguetón. Estaba nerviosa cuanto acercaba Wild macho, no se si es por miedo o disgusto de otro perro o estrés."
protectoraoriolana.org,2018-04-15 21:24:19.992183,2504,TEO,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,1-3-2018,Macho,11 meses y 14 días,5/2017,Mestizo,Mediano,NA,NA,NA,Orihuela (Alicante),Vacunado y desparasitado,"Perrito estupendo para una familia activa. Muy amable y paciente, pero tiene un alto nivel de energía por ser joven. Él es como un cachorro. Saltando y rebotando, quiere jugar. Se lleva bien con otros perros. Comparte su jaula con Lola. Un perrito divertido."
protectoraoriolana.org,2018-04-15 21:24:20.003763,2503,JAPP,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,4-3-2018,Macho,7 años y 1 mes,3/2011,Pastor Aleman,Grande,NA,NA,NA,Orihuela (Alicante),Vacunado y desparasitado,"Japp venido con mucho miedo, pero día de hoy a mejorado muchísimo y solo quiere que salir de la jaula , cuantas mas veces mejor. Solo necesitaba quitarse ese miedo de encima. Cada dia sale super contento a el patio ,y ahora cuando lo guardas es cuando te pone su cara de pena. Aun asi entra muy obediente en la jaula cuando se lo pides.Es genial."
protectoraoriolana.org,2018-04-15 21:24:20.015136,2505,VICENTE,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,14-3-2018,Macho,8 años y 1 mes,3/2010,Mestizo de Mastín,Grande,NA,NA,NA,Orihuela (Alicante),Vacunado y desparasitado,"Perrito maravilloso, pero bastante terco. Él sabe que es grande y fuerte y quiere hacer e ir donde quiere. Entonces necesita un líder claro."
protectoraoriolana.org,2018-04-15 21:24:20.032699,2401,SIDIA,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,27-7-2017,Hembra,4 años y 9 meses,7/2013,Pastor Alemán,Grande,NA,NA,NA,Orihuela (Alicante),"Se entregará vacunada, esterilizada y desparasitada.","Sidia fue encontrada en la calle, con chip, cuando nos pusimos en contacto con su supuesto propietario nos contó que ya no era suya, que la había cambiado por un Yorkshire... Por lo visto no hicieron cambio de propietario y él no la quería, así que nos firmó la cesión. También nos contó que es de pura raza, que en su día la compró en un criadero."
protectoraoriolana.org,2018-04-15 21:24:20.052458,2140,BUSCAMOS A SUS DUEÑOS,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,encontrado,NO,NO,Perro,11-5-2016,Hembra,1 año y 11 meses,5/2016,NA,Mediano,NA,NA,NA,NA,NA,"A esta pequeña la encontramos anoche en Orihuela, por la zona de Mercadona de Santo Domingo, lleva arnés azúl."
protectoraoriolana.org,2018-04-15 21:24:20.063862,2141,BUSCAMOS A SUS DUEÑOS,imas/animales/_2141/a_21411462999647.jpg,encontrado,NO,NO,Perro,11-5-2016,Hembra,NA,NA,NA,Mediano,NA,NA,NA,NA,NA,Encontrada en la zona CRUZ DE LA MUELA. Con collar
protectoraoriolana.org,2018-04-15 21:24:20.075282,2262,ANITA,imas/animales/_2262/a_22621482192473.jpg,recuperado,NO,NO,Perro,20-12-2016,Hembra,11 años y 4 meses,12/2006,Mestiza de Pastor Alemán,Grande,NA,NA,NA,Orihuela (Alicante),"Vacunada, esterilizada y desparasitada.","Anita fue encontrada en la carretera nacional por unos trabajadores de una nave de la zona, la retuvieron y nos llamaron."
protectoraoriolana.org,2018-04-15 21:24:20.086967,2277,Rudolph,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,encontrado,SI,NO,Gato,15-1-2017,Macho,6 años y 3 meses,1/2012,común,Mediano,NA,NA,Casa de acogida,Orihuela (Alicante),"castrado y testado negativo, vacunado","Es muy tranquilo y está asustado, pero le gusta que le den caricias. Me da mucha pena xq se pone a maullar de repente como pidiendo salir de ahí, no sabe que hace en el albergue, no entiende nada. Parece casero y se está deprimiendo. A ver si sale algo para él pronto...."
protectoraoriolana.org,2018-04-15 21:24:20.098848,2306,NEO,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,17-3-2017,Macho,1 año,3/2017,Mestizo,Pequeño,NA,NA,NA,Orihuela - Barrio Mariano Cases (Alicante),"Castrado, vacunado y desparasitado.","Neo fue encontrado en la calle por un señor, lo tuvo unos días en su casa por si encontraba al dueño pero finalmente no ha habido suerte y ha acabado en el albergue."
protectoraoriolana.org,2018-04-15 21:24:20.110583,1194,Hanna,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,9-8-2013,Hembra,4 años y 9 meses,6/2013,NA,Pequeño,NA,NA,NA,Orihuela,Buena. Le falta un ojito.,La recogimos del rio este verano en un estado horrible. Estaba casi muerta de hambre y de calor. A HANNA le falta un ojito. Ya la vió la veterinaria y no se puede recuperar el ojo. Ahora está preciosa y ha engordado bastante.
protectoraoriolana.org,2018-04-15 21:24:20.122635,1961,Bimbo,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,adoptado,NO,NO,Perro,19-8-2015,Macho,7 años y 4 meses,12/2010,Mestizo,Grande,NA,NA,NA,Orihuela (Alicante),"Se dará castrado, vacunado y desparasitado.",Bimbo vino de una protectora que cerró. Llevaba años sin salir de la jaula.
protectoradeayamonte.org,2018-04-15 21:24:20.259002,368,Mortadelo,imas/animales/_368/a_3681353712567.jpg,perdido,NO,NO,Perro,21-11-2012,Macho,7 años y 1 mes,3/2011,Cruce,Mediano,NA,NA,NA,Ayamonte (Huelva),NA,"Mortadelo se ha escapado del refugio. Es un perrro extremadamente asustadizo. Si alguien lo ve, que contacta con el refugio. Pensamos que no se habrá ido muy lejos pero no somos capaces de encontrarlo. Gracias por vuestra ayuda."
protectoradeayamonte.org,2018-04-15 21:24:20.270616,588,Wapa,imas/animales/_588/a_5881379942965.jpg,recuperado,SI,NO,Perro,23-9-2013,Hembra,4 años y 6 meses,9/2013,Cruce,Mediano,NA,NA,NA,Elche (Alicante),NA,Ya la han encontrado!! Que alegria!
protectoradeayamonte.org,2018-04-15 21:24:20.282336,654,Rubia,http://protectoradeayamonte.org/_mibambu/_ayamonte/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,28-2-2014,Hembra,6 años y 1 mes,3/2012,Podenquita,Pequeño,NA,NA,NA,Ayamonte (Huelva),NA,"Hola! Me llamo Rubia aunque algunas me dicen Rubi porque soy una verdadera joya! Me rescataron de la perrera municipal y llegue al refugio con muchísimos miedo pero enseguida vi que aquí solo habia mucho amor, caricias y salchichas y pronto estaba encima de todas, dándoles besos y devolviendoles el cariño que me dan a mi. Ahora soy hasta pesada de cariñosa! Me encanta salir a pasear y no tiro de la correa. Soy pequeñita y buena con mis compañeros, aunque a veces me pongo celosa. Pronto estaré lista para compartir el sofá con alguien y estoy deseando! Te gusta como soy? Pues que esperas? Pregunta por mi o ayúdame a buscar mi nueva familia difundiendo mi historia."
protectoradeayamonte.org,2018-04-15 21:24:20.294167,982,MAR,imas/animales/_982/a_9821466148340.jpg,perdido,SI,NO,Perro,17-6-2016,Hembra,2 años y 1 mes,3/2016,Cruce,Mediano,NA,NA,NA,Ayamonte (Huelva),NA,"URGENTE!! BUSCAMOS A MAR! SE A ESCAPADO DE SU CASA DE ACOGIDA CERCA DEL CASH LEPE. SI ALGUIEN LA ENCUENTRA, CONTACTA CON NOSOTROS POR FAVOR. ESTAMOS MUY PREOCUPADAS!! GRACIAS"
protectoradeayamonte.org,2018-04-15 21:24:20.305649,1213,JAZMIN,http://protectoradeayamonte.org/_mibambu/_ayamonte/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,18-8-2017,Hembra,3 años y 8 meses,8/2014,PERRO DE AGUAS,Mediano,NA,NA,NA,Ayamonte (Huelva),NA,DESDE EL DIA 20 JAZMIN ESTA PERDIDA. SE A ESCAPADO DEL REFUGIO.
adopcionescereco.org,2018-04-15 21:24:20.511365,1075,Lukas,http://adopcionescereco.org/_mibambu/_cereco/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,8-4-2018,Macho,"6 meses, 11 días",10/2017,mestizo,Pequeño,8 kilos,NA,NA,NA,NA,"Lukas llego junto a su hermanito Mark, parecían cruce de pastor alemán pero finalmente son perritos de tamaño pequeño!"
adopcionescereco.org,2018-04-15 21:24:20.522791,1076,Mark,http://adopcionescereco.org/_mibambu/_cereco/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,8-4-2018,Macho,"6 meses, 11 días",10/2017,mestizo,Pequeño,8 kilos,NA,NA,NA,NA,Mark llegó con su hermano Lukas...
adopcionescereco.org,2018-04-15 21:24:20.534488,1077,Chopito,http://adopcionescereco.org/_mibambu/_cereco/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,8-4-2018,Macho,"4 meses, 13 días",12/2017,mestizo,Pequeño,4 kilos,NA,NA,NA,NA,Chopito vino con una hermanita que era igual que el pero ya fue adoptada y con otros dos hermanitos pero negritos.
adopcionescereco.org,2018-04-15 21:24:20.545830,1078,Marero,http://adopcionescereco.org/_mibambu/_cereco/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,8-4-2018,Macho,"4 meses, 13 días",12/2017,Mestizo,Pequeño,6 kilos,NA,NA,NA,NA,"Marero es hermano de Mero y Chopito, el es uno de los mas valiente es nuestro pequeño cotilla siempre suele ir el delante a ver que pasa y detrás van los hermanitos!"
adopcionescereco.org,2018-04-15 21:24:20.557330,1079,Mero,http://adopcionescereco.org/_mibambu/_cereco/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,8-4-2018,Macho,"4 meses, 13 días",12/2017,mestizo,Pequeño,6 kilos,NA,NA,NA,NA,"Mero vino con sus hermanos Marero, Chopito y una chica que fue adoptada- De los 3 que quedan el parece el hermano de enmedio, no es tan valiente como marero pero tan poco es tan vergonzoso como Chopito."
adopcionescereco.org,2018-04-15 21:24:20.568553,922,Toffee,imas/animales/_922/a_9221466520668.jpg,recuperado,NO,NO,Perro,21-6-2016,Macho,2 años y 7 meses,9/2015,mestizo,Pequeño,3kg,NA,NA,NA,NA,"Toffee es un chico muy guapo, venia de la calle con muchísimas pulgas. Ya hemos conseguido acabar con las pulgas, es muy bueno, se porta muy bien en el baño. Es muy cariñoso le encanta estar con la gente y ponerse con la barriga hacia arriba para que le rasquen! Es bueno con otros perros, es un poco miedoso con los perros que van muy rápido hacia el.. Le cuesta un poco pasear con correa."
adopcionescereco.org,2018-04-15 21:24:20.579593,273,Brandy,imas/animales/_273/a_2731364893375.jpg,recuperado,SI,NO,Perro,2-4-2013,Macho,4 años y 11 meses,4/2013,Mestizo,Pequeño,6kgs,941000014691280,NA,Beneixama (Alicante),NA,"SE BUSCA. Brandy es uno de los perros de Elche, fué adoptado pero está perdido desde el pasado martes 26 de Marzo, por la zona de Beneixama. Número de chip: 941000014691280. Contacto: Arantxa- 686700281 (dejo mi número pues el adoptante no habla español). Gracias"
adopcionescereco.org,2018-04-15 21:24:20.590539,349,Salma,http://adopcionescereco.org/_mibambu/_cereco/imas/flecha_anterior.jpg,recuperado,NO,NO,Perro,16-8-2013,Hembra,6 años y 3 meses,1/2012,XPastor belga,Mediano,14 kgs,NA,NA,NA,NA,"Salma llegó muy asustada siguiendo a unos niños en bicicleta,en pleno celo y muy delgada."
